down_date,machine_id,failure_mode,minutes_down
2025-04-22,4,Setup,73
2025-04-22,4,Breakdown,53
2025-04-22,5,Breakdown,54
2025-04-22,6,Setup,67
2025-04-22,6,Breakdown,71
2025-04-22,7,Setup,43
2025-04-22,7,Setup,42
2025-04-22,9,Breakdown,14
2025-04-22,10,Breakdown,76
2025-04-22,12,Breakdown,38
2025-04-22,13,Setup,86
2025-04-22,14,Material,60
2025-04-23,1,Breakdown,27
2025-04-23,1,Quality,52
2025-04-23,2,Breakdown,32
2025-04-23,4,Setup,55
2025-04-23,4,Material,63
2025-04-23,7,Breakdown,77
2025-04-23,8,Breakdown,52
2025-04-23,8,Breakdown,25
2025-04-23,9,Plannedmaintenance,16
2025-04-23,9,Breakdown,49
2025-04-23,11,Material,66
2025-04-23,12,Plannedmaintenance,70
2025-04-23,12,Setup,30
2025-04-23,13,Quality,46
2025-04-23,13,Breakdown,21
2025-04-23,14,Setup,57
2025-04-23,14,Plannedmaintenance,48
2025-04-23,15,Breakdown,69
2025-04-23,15,Breakdown,49
2025-04-24,1,Breakdown,51
2025-04-24,1,Material,14
2025-04-24,2,Breakdown,67
2025-04-24,2,Breakdown,74
2025-04-24,3,Material,10
2025-04-24,3,Setup,83
2025-04-24,4,Setup,35
2025-04-24,5,Material,83
2025-04-24,8,Quality,10
2025-04-24,9,Setup,31
2025-04-24,9,Setup,78
2025-04-24,10,Material,66
2025-04-24,10,Breakdown,17
2025-04-24,11,Setup,24
2025-04-24,12,Breakdown,47
2025-04-24,12,Quality,26
2025-04-24,14,Quality,79
2025-04-24,15,Quality,81
2025-04-24,15,Setup,34
2025-04-25,1,Breakdown,73
2025-04-25,3,Breakdown,58
2025-04-25,3,Breakdown,79
2025-04-25,5,Plannedmaintenance,55
2025-04-25,5,Material,12
2025-04-25,6,Breakdown,87
2025-04-25,6,Material,32
2025-04-25,7,Setup,24
2025-04-25,9,Breakdown,39
2025-04-25,12,Breakdown,40
2025-04-25,13,Setup,19
2025-04-25,13,Material,24
2025-04-25,14,Material,18
2025-04-25,14,Breakdown,21
2025-04-25,15,Quality,15
2025-04-25,15,Material,69
2025-04-26,2,Quality,80
2025-04-26,2,Breakdown,70
2025-04-26,5,Breakdown,18
2025-04-26,5,Breakdown,21
2025-04-26,6,Quality,63
2025-04-26,6,Breakdown,54
2025-04-26,7,Material,82
2025-04-26,8,Breakdown,59
2025-04-26,9,Breakdown,84
2025-04-26,9,Setup,44
2025-04-26,10,Quality,60
2025-04-26,11,Breakdown,16
2025-04-26,12,Setup,17
2025-04-26,13,Plannedmaintenance,85
2025-04-26,13,Breakdown,85
2025-04-26,14,Setup,52
2025-04-26,14,Material,18
2025-04-26,15,Quality,65
2025-04-27,1,Setup,42
2025-04-27,1,Quality,87
2025-04-27,2,Setup,49
2025-04-27,2,Breakdown,31
2025-04-27,4,Quality,14
2025-04-27,5,Breakdown,22
2025-04-27,6,Setup,38
2025-04-27,7,Breakdown,59
2025-04-27,8,Material,76
2025-04-27,9,Quality,43
2025-04-27,9,Breakdown,54
2025-04-27,10,Setup,58
2025-04-27,10,Breakdown,70
2025-04-27,12,Material,19
2025-04-27,13,Material,11
2025-04-27,13,Quality,80
2025-04-27,15,Plannedmaintenance,83
2025-04-27,15,Breakdown,58
2025-04-28,2,Setup,71
2025-04-28,3,Setup,28
2025-04-28,7,Material,74
2025-04-28,7,Breakdown,41
2025-04-28,8,Material,56
2025-04-28,8,Material,89
2025-04-28,10,Setup,64
2025-04-28,10,Setup,86
2025-04-28,12,Breakdown,24
2025-04-28,13,Breakdown,20
2025-04-28,14,Breakdown,43
2025-04-28,14,Setup,50
2025-04-28,15,Setup,77
2025-04-29,1,Quality,33
2025-04-29,1,Breakdown,54
2025-04-29,2,Quality,26
2025-04-29,4,Plannedmaintenance,87
2025-04-29,5,Breakdown,66
2025-04-29,6,Plannedmaintenance,87
2025-04-29,6,Plannedmaintenance,50
2025-04-29,7,Setup,77
2025-04-29,8,Material,23
2025-04-29,8,Breakdown,73
2025-04-29,9,Setup,81
2025-04-29,9,Quality,41
2025-04-29,10,Quality,81
2025-04-29,10,Material,14
2025-04-29,12,Breakdown,87
2025-04-29,12,Quality,24
2025-04-29,14,Setup,34
2025-04-29,15,Setup,78
2025-04-29,15,Plannedmaintenance,87
2025-04-30,2,Setup,25
2025-04-30,5,Quality,33
2025-04-30,5,Setup,66
2025-04-30,6,Setup,34
2025-04-30,6,Material,14
2025-04-30,7,Breakdown,85
2025-04-30,7,Plannedmaintenance,57
2025-04-30,9,Quality,47
2025-04-30,11,Setup,50
2025-04-30,12,Plannedmaintenance,43
2025-04-30,12,Breakdown,66
2025-04-30,13,Breakdown,62
2025-04-30,14,Setup,40
2025-04-30,15,Breakdown,55
2025-05-01,2,Breakdown,81
2025-05-01,3,Setup,45
2025-05-01,5,Material,58
2025-05-01,5,Breakdown,30
2025-05-01,7,Plannedmaintenance,76
2025-05-01,7,Breakdown,50
2025-05-01,10,Setup,88
2025-05-01,10,Setup,58
2025-05-01,12,Breakdown,44
2025-05-01,13,Breakdown,26
2025-05-01,15,Quality,66
2025-05-01,15,Breakdown,53
2025-05-02,2,Quality,20
2025-05-02,3,Material,80
2025-05-02,4,Breakdown,58
2025-05-02,4,Breakdown,56
2025-05-02,5,Breakdown,89
2025-05-02,7,Breakdown,36
2025-05-02,7,Setup,76
2025-05-02,8,Breakdown,83
2025-05-02,9,Plannedmaintenance,10
2025-05-02,9,Setup,21
2025-05-02,10,Material,52
2025-05-02,11,Breakdown,10
2025-05-02,11,Material,16
2025-05-02,12,Breakdown,76
2025-05-02,14,Breakdown,34
2025-05-02,15,Material,13
2025-05-02,15,Setup,83
2025-05-03,1,Quality,85
2025-05-03,2,Breakdown,68
2025-05-03,2,Setup,10
2025-05-03,4,Material,24
2025-05-03,5,Quality,21
2025-05-03,6,Quality,12
2025-05-03,11,Setup,11
2025-05-03,11,Setup,58
2025-05-03,12,Setup,37
2025-05-03,13,Material,49
2025-05-04,2,Breakdown,47
2025-05-04,2,Breakdown,21
2025-05-04,5,Quality,36
2025-05-04,5,Quality,62
2025-05-04,6,Plannedmaintenance,25
2025-05-04,7,Material,17
2025-05-04,9,Setup,29
2025-05-04,11,Setup,46
2025-05-04,11,Quality,24
2025-05-04,12,Material,65
2025-05-04,13,Breakdown,19
2025-05-04,13,Setup,17
2025-05-04,14,Plannedmaintenance,10
2025-05-05,1,Setup,56
2025-05-05,4,Plannedmaintenance,53
2025-05-05,4,Setup,64
2025-05-05,5,Breakdown,69
2025-05-05,5,Breakdown,46
2025-05-05,6,Setup,53
2025-05-05,7,Quality,67
2025-05-05,7,Quality,60
2025-05-05,9,Quality,70
2025-05-05,10,Material,45
2025-05-05,10,Quality,40
2025-05-05,11,Setup,70
2025-05-05,12,Plannedmaintenance,79
2025-05-05,12,Setup,73
2025-05-05,14,Plannedmaintenance,42
2025-05-05,14,Breakdown,75
2025-05-05,15,Setup,30
2025-05-06,1,Breakdown,17
2025-05-06,2,Breakdown,87
2025-05-06,2,Breakdown,65
2025-05-06,4,Breakdown,63
2025-05-06,4,Quality,80
2025-05-06,6,Quality,69
2025-05-06,8,Quality,35
2025-05-06,8,Breakdown,67
2025-05-06,9,Breakdown,65
2025-05-06,9,Breakdown,75
2025-05-06,10,Setup,63
2025-05-06,11,Breakdown,61
2025-05-06,11,Quality,80
2025-05-06,12,Material,66
2025-05-06,12,Quality,66
2025-05-06,13,Setup,39
2025-05-06,13,Plannedmaintenance,81
2025-05-06,14,Quality,28
2025-05-06,14,Plannedmaintenance,42
2025-05-06,15,Plannedmaintenance,18
2025-05-06,15,Setup,10
2025-05-07,1,Setup,43
2025-05-07,1,Setup,20
2025-05-07,5,Setup,42
2025-05-07,5,Breakdown,62
2025-05-07,6,Breakdown,73
2025-05-07,7,Breakdown,55
2025-05-07,7,Plannedmaintenance,21
2025-05-07,11,Breakdown,56
2025-05-07,12,Quality,65
2025-05-07,14,Plannedmaintenance,12
2025-05-07,14,Quality,88
2025-05-07,15,Material,39
2025-05-07,15,Plannedmaintenance,64
2025-05-08,1,Setup,23
2025-05-08,1,Breakdown,35
2025-05-08,3,Plannedmaintenance,89
2025-05-08,4,Material,41
2025-05-08,5,Setup,88
2025-05-08,5,Setup,66
2025-05-08,7,Quality,23
2025-05-08,8,Setup,49
2025-05-08,9,Setup,31
2025-05-08,14,Breakdown,57
2025-05-08,15,Breakdown,37
2025-05-08,15,Breakdown,42
2025-05-09,1,Breakdown,52
2025-05-09,3,Breakdown,63
2025-05-09,3,Breakdown,81
2025-05-09,4,Breakdown,39
2025-05-09,8,Setup,41
2025-05-09,8,Material,35
2025-05-09,9,Setup,55
2025-05-09,10,Quality,54
2025-05-09,10,Setup,79
2025-05-09,11,Setup,64
2025-05-09,12,Plannedmaintenance,18
2025-05-09,12,Material,61
2025-05-09,14,Breakdown,88
2025-05-09,14,Breakdown,29
2025-05-09,15,Breakdown,49
2025-05-09,15,Quality,43
2025-05-10,1,Breakdown,83
2025-05-10,2,Setup,15
2025-05-10,2,Setup,44
2025-05-10,5,Breakdown,26
2025-05-10,5,Setup,69
2025-05-10,7,Setup,68
2025-05-10,8,Breakdown,87
2025-05-10,10,Breakdown,52
2025-05-10,12,Quality,74
2025-05-10,13,Breakdown,77
2025-05-10,13,Setup,14
2025-05-10,15,Quality,14
2025-05-11,1,Quality,43
2025-05-11,4,Breakdown,40
2025-05-11,6,Breakdown,23
2025-05-11,7,Breakdown,88
2025-05-11,8,Material,37
2025-05-11,9,Breakdown,59
2025-05-11,10,Breakdown,12
2025-05-11,10,Quality,79
2025-05-11,11,Breakdown,29
2025-05-11,11,Breakdown,63
2025-05-11,13,Quality,62
2025-05-11,13,Setup,49
2025-05-12,1,Setup,59
2025-05-12,1,Plannedmaintenance,74
2025-05-12,5,Setup,37
2025-05-12,5,Breakdown,67
2025-05-12,7,Setup,88
2025-05-12,7,Setup,17
2025-05-12,8,Quality,17
2025-05-12,8,Quality,78
2025-05-12,9,Quality,85
2025-05-12,10,Plannedmaintenance,71
2025-05-12,11,Setup,81
2025-05-12,14,Setup,72
2025-05-12,14,Material,79
2025-05-12,15,Setup,68
2025-05-13,2,Material,51
2025-05-13,3,Setup,18
2025-05-13,3,Setup,62
2025-05-13,4,Breakdown,36
2025-05-13,5,Breakdown,63
2025-05-13,5,Breakdown,35
2025-05-13,6,Plannedmaintenance,59
2025-05-13,6,Breakdown,54
2025-05-13,7,Quality,17
2025-05-13,7,Breakdown,52
2025-05-13,8,Breakdown,46
2025-05-13,8,Breakdown,71
2025-05-13,9,Quality,58
2025-05-13,9,Plannedmaintenance,81
2025-05-13,10,Material,57
2025-05-13,11,Plannedmaintenance,17
2025-05-13,13,Setup,76
2025-05-13,13,Breakdown,51
2025-05-13,14,Breakdown,12
2025-05-13,14,Breakdown,15
2025-05-13,15,Breakdown,64
2025-05-13,15,Breakdown,62
2025-05-14,1,Setup,73
2025-05-14,1,Plannedmaintenance,18
2025-05-14,2,Material,62
2025-05-14,3,Breakdown,36
2025-05-14,3,Breakdown,57
2025-05-14,5,Quality,72
2025-05-14,6,Setup,71
2025-05-14,7,Quality,71
2025-05-14,7,Setup,12
2025-05-14,8,Breakdown,64
2025-05-14,9,Material,47
2025-05-14,10,Breakdown,54
2025-05-14,11,Breakdown,60
2025-05-14,12,Setup,74
2025-05-14,12,Material,23
2025-05-15,1,Quality,11
2025-05-15,1,Quality,53
2025-05-15,2,Setup,37
2025-05-15,3,Breakdown,23
2025-05-15,4,Breakdown,46
2025-05-15,6,Breakdown,19
2025-05-15,8,Breakdown,80
2025-05-15,8,Breakdown,52
2025-05-15,11,Breakdown,87
2025-05-15,11,Breakdown,12
2025-05-15,12,Quality,83
2025-05-15,12,Setup,15
2025-05-15,14,Breakdown,15
2025-05-15,15,Quality,65
2025-05-16,1,Breakdown,60
2025-05-16,2,Setup,52
2025-05-16,3,Setup,18
2025-05-16,4,Material,14
2025-05-16,5,Material,32
2025-05-16,5,Setup,70
2025-05-16,6,Setup,26
2025-05-16,8,Breakdown,85
2025-05-16,8,Quality,49
2025-05-16,10,Quality,43
2025-05-16,10,Breakdown,69
2025-05-16,12,Setup,78
2025-05-16,12,Setup,52
2025-05-17,1,Quality,86
2025-05-17,2,Setup,14
2025-05-17,2,Breakdown,79
2025-05-17,3,Setup,12
2025-05-17,4,Breakdown,61
2025-05-17,4,Setup,23
2025-05-17,5,Breakdown,23
2025-05-17,6,Setup,19
2025-05-17,7,Setup,11
2025-05-17,7,Setup,86
2025-05-17,8,Breakdown,77
2025-05-17,9,Quality,41
2025-05-17,9,Material,74
2025-05-17,10,Breakdown,27
2025-05-17,12,Setup,85
2025-05-17,12,Setup,49
2025-05-17,13,Quality,26
2025-05-17,13,Quality,15
2025-05-17,14,Breakdown,79
2025-05-17,14,Setup,19
2025-05-17,15,Material,81
2025-05-17,15,Setup,72
2025-05-18,1,Breakdown,64
2025-05-18,1,Setup,38
2025-05-18,3,Breakdown,65
2025-05-18,4,Quality,63
2025-05-18,4,Quality,88
2025-05-18,7,Quality,68
2025-05-18,7,Plannedmaintenance,66
2025-05-18,8,Plannedmaintenance,48
2025-05-18,9,Breakdown,16
2025-05-18,11,Quality,60
2025-05-18,11,Quality,87
2025-05-18,12,Material,28
2025-05-18,12,Plannedmaintenance,12
2025-05-18,13,Breakdown,59
2025-05-18,13,Setup,64
2025-05-18,14,Plannedmaintenance,67
2025-05-18,15,Quality,65
2025-05-19,1,Setup,25
2025-05-19,3,Breakdown,15
2025-05-19,3,Setup,66
2025-05-19,5,Breakdown,45
2025-05-19,5,Breakdown,15
2025-05-19,6,Material,58
2025-05-19,8,Plannedmaintenance,22
2025-05-19,8,Quality,69
2025-05-19,9,Setup,12
2025-05-19,10,Quality,13
2025-05-19,11,Material,38
2025-05-19,12,Plannedmaintenance,80
2025-05-19,13,Breakdown,28
2025-05-19,13,Plannedmaintenance,33
2025-05-19,15,Material,15
2025-05-19,15,Breakdown,43
2025-05-20,1,Material,69
2025-05-20,2,Breakdown,67
2025-05-20,3,Breakdown,38
2025-05-20,3,Quality,71
2025-05-20,4,Setup,60
2025-05-20,4,Material,86
2025-05-20,7,Material,61
2025-05-20,7,Plannedmaintenance,45
2025-05-20,8,Setup,44
2025-05-20,8,Breakdown,37
2025-05-20,10,Plannedmaintenance,87
2025-05-20,12,Breakdown,80
2025-05-20,12,Breakdown,14
2025-05-20,13,Plannedmaintenance,14
2025-05-20,14,Setup,22
2025-05-20,15,Breakdown,46
2025-05-21,2,Quality,39
2025-05-21,3,Setup,39
2025-05-21,3,Setup,23
2025-05-21,4,Breakdown,67
2025-05-21,5,Plannedmaintenance,87
2025-05-21,6,Setup,19
2025-05-21,6,Material,39
2025-05-21,7,Quality,86
2025-05-21,7,Breakdown,39
2025-05-21,8,Plannedmaintenance,13
2025-05-21,8,Breakdown,83
2025-05-21,9,Setup,17
2025-05-21,9,Material,11
2025-05-21,10,Breakdown,14
2025-05-21,11,Breakdown,23
2025-05-21,11,Plannedmaintenance,44
2025-05-21,14,Quality,68
2025-05-21,15,Quality,23
2025-05-22,1,Breakdown,11
2025-05-22,1,Breakdown,63
2025-05-22,2,Material,36
2025-05-22,3,Material,14
2025-05-22,3,Breakdown,11
2025-05-22,4,Breakdown,34
2025-05-22,4,Breakdown,11
2025-05-22,6,Breakdown,22
2025-05-22,7,Setup,54
2025-05-22,7,Breakdown,18
2025-05-22,8,Quality,72
2025-05-22,8,Setup,71
2025-05-22,9,Breakdown,86
2025-05-22,9,Material,50
2025-05-22,10,Setup,10
2025-05-22,11,Plannedmaintenance,75
2025-05-22,11,Breakdown,15
2025-05-22,14,Breakdown,18
2025-05-22,14,Quality,33
2025-05-22,15,Quality,14
2025-05-22,15,Breakdown,87
2025-05-23,1,Breakdown,45
2025-05-23,1,Quality,57
2025-05-23,2,Quality,67
2025-05-23,2,Quality,36
2025-05-23,3,Breakdown,23
2025-05-23,4,Setup,39
2025-05-23,4,Material,44
2025-05-23,5,Material,50
2025-05-23,7,Setup,12
2025-05-23,8,Setup,81
2025-05-23,11,Breakdown,50
2025-05-23,12,Setup,17
2025-05-23,12,Breakdown,83
2025-05-23,13,Breakdown,73
2025-05-23,13,Setup,45
2025-05-23,14,Setup,53
2025-05-23,15,Plannedmaintenance,46
2025-05-23,15,Breakdown,84
2025-05-24,3,Material,75
2025-05-24,6,Setup,24
2025-05-24,6,Setup,10
2025-05-24,7,Setup,55
2025-05-24,7,Quality,77
2025-05-24,8,Breakdown,16
2025-05-24,9,Setup,10
2025-05-24,11,Breakdown,33
2025-05-24,12,Setup,61
2025-05-24,12,Breakdown,32
2025-05-24,13,Material,20
2025-05-25,1,Breakdown,21
2025-05-25,1,Quality,25
2025-05-25,2,Breakdown,28
2025-05-25,2,Breakdown,32
2025-05-25,5,Breakdown,19
2025-05-25,5,Breakdown,76
2025-05-25,6,Quality,61
2025-05-25,6,Setup,18
2025-05-25,7,Quality,81
2025-05-25,8,Material,19
2025-05-25,9,Quality,68
2025-05-25,9,Material,35
2025-05-25,10,Breakdown,38
2025-05-25,11,Breakdown,63
2025-05-25,12,Quality,83
2025-05-25,13,Setup,27
2025-05-25,13,Material,52
2025-05-26,3,Quality,64
2025-05-26,4,Breakdown,19
2025-05-26,6,Setup,79
2025-05-26,6,Breakdown,42
2025-05-26,8,Plannedmaintenance,52
2025-05-26,9,Quality,63
2025-05-26,9,Breakdown,12
2025-05-26,10,Quality,53
2025-05-26,11,Setup,20
2025-05-26,12,Quality,52
2025-05-26,14,Breakdown,22
2025-05-26,15,Setup,76
2025-05-26,15,Setup,60
2025-05-27,1,Setup,66
2025-05-27,1,Plannedmaintenance,22
2025-05-27,5,Breakdown,79
2025-05-27,6,Plannedmaintenance,47
2025-05-27,7,Setup,72
2025-05-27,8,Setup,89
2025-05-27,9,Breakdown,85
2025-05-27,10,Material,81
2025-05-27,12,Material,52
2025-05-27,14,Breakdown,26
2025-05-27,15,Setup,85
2025-05-27,15,Breakdown,47
2025-05-28,1,Breakdown,43
2025-05-28,2,Setup,30
2025-05-28,3,Setup,38
2025-05-28,3,Setup,31
2025-05-28,4,Setup,89
2025-05-28,5,Quality,47
2025-05-28,5,Setup,56
2025-05-28,8,Breakdown,82
2025-05-28,11,Plannedmaintenance,23
2025-05-28,11,Breakdown,18
2025-05-28,14,Setup,72
2025-05-28,14,Quality,23
2025-05-29,1,Setup,44
2025-05-29,2,Material,54
2025-05-29,2,Quality,39
2025-05-29,3,Plannedmaintenance,87
2025-05-29,4,Quality,82
2025-05-29,4,Setup,29
2025-05-29,6,Breakdown,77
2025-05-29,6,Breakdown,44
2025-05-29,7,Breakdown,75
2025-05-29,7,Breakdown,44
2025-05-29,8,Setup,65
2025-05-29,8,Quality,46
2025-05-29,9,Plannedmaintenance,21
2025-05-29,9,Quality,63
2025-05-29,10,Quality,11
2025-05-29,10,Material,60
2025-05-29,11,Quality,87
2025-05-29,12,Setup,75
2025-05-29,13,Plannedmaintenance,23
2025-05-29,13,Quality,46
2025-05-29,14,Setup,64
2025-05-29,14,Breakdown,79
2025-05-30,1,Setup,87
2025-05-30,1,Breakdown,84
2025-05-30,2,Breakdown,56
2025-05-30,3,Breakdown,66
2025-05-30,5,Setup,60
2025-05-30,6,Setup,15
2025-05-30,6,Material,47
2025-05-30,7,Setup,70
2025-05-30,8,Setup,45
2025-05-30,9,Quality,72
2025-05-30,12,Quality,51
2025-05-30,13,Setup,22
2025-05-30,13,Breakdown,33
2025-05-31,1,Setup,71
2025-05-31,2,Setup,38
2025-05-31,2,Setup,55
2025-05-31,4,Quality,59
2025-05-31,5,Plannedmaintenance,70
2025-05-31,5,Plannedmaintenance,19
2025-05-31,6,Breakdown,49
2025-05-31,6,Setup,46
2025-05-31,7,Breakdown,51
2025-05-31,8,Quality,88
2025-05-31,11,Breakdown,80
2025-05-31,11,Material,47
2025-05-31,13,Breakdown,80
2025-05-31,13,Breakdown,15
2025-05-31,14,Quality,84
2025-06-01,2,Breakdown,71
2025-06-01,2,Material,60
2025-06-01,3,Quality,28
2025-06-01,4,Breakdown,27
2025-06-01,4,Material,55
2025-06-01,6,Plannedmaintenance,31
2025-06-01,6,Quality,44
2025-06-01,9,Material,89
2025-06-01,9,Setup,11
2025-06-01,11,Breakdown,84
2025-06-01,15,Material,47
2025-06-02,1,Breakdown,20
2025-06-02,3,Breakdown,46
2025-06-02,5,Breakdown,79
2025-06-02,5,Breakdown,35
2025-06-02,8,Quality,64
2025-06-02,9,Plannedmaintenance,12
2025-06-02,9,Breakdown,41
2025-06-02,10,Breakdown,69
2025-06-02,10,Setup,79
2025-06-02,11,Breakdown,80
2025-06-02,12,Quality,49
2025-06-02,13,Material,48
2025-06-03,1,Material,49
2025-06-03,1,Breakdown,18
2025-06-03,2,Breakdown,58
2025-06-03,4,Breakdown,45
2025-06-03,4,Plannedmaintenance,23
2025-06-03,5,Breakdown,88
2025-06-03,5,Material,86
2025-06-03,6,Material,54
2025-06-03,6,Breakdown,74
2025-06-03,7,Breakdown,25
2025-06-03,7,Quality,52
2025-06-03,8,Breakdown,63
2025-06-03,8,Material,83
2025-06-03,10,Quality,61
2025-06-03,10,Breakdown,61
2025-06-03,11,Material,73
2025-06-03,11,Breakdown,30
2025-06-03,12,Quality,62
2025-06-03,12,Quality,19
2025-06-03,13,Plannedmaintenance,27
2025-06-03,13,Breakdown,15
2025-06-03,15,Setup,39
2025-06-04,1,Material,45
2025-06-04,2,Setup,76
2025-06-04,4,Breakdown,15
2025-06-04,4,Breakdown,85
2025-06-04,5,Material,82
2025-06-04,5,Setup,80
2025-06-04,6,Material,14
2025-06-04,6,Setup,75
2025-06-04,7,Breakdown,46
2025-06-04,7,Material,87
2025-06-04,8,Setup,44
2025-06-04,9,Breakdown,23
2025-06-04,9,Plannedmaintenance,23
2025-06-04,10,Breakdown,72
2025-06-04,10,Material,20
2025-06-04,11,Material,54
2025-06-04,12,Breakdown,61
2025-06-04,12,Breakdown,79
2025-06-04,13,Material,49
2025-06-04,14,Material,37
2025-06-04,15,Breakdown,37
2025-06-05,1,Quality,28
2025-06-05,1,Breakdown,49
2025-06-05,3,Breakdown,65
2025-06-05,3,Material,79
2025-06-05,4,Breakdown,16
2025-06-05,5,Material,20
2025-06-05,6,Quality,47
2025-06-05,7,Setup,28
2025-06-05,9,Breakdown,72
2025-06-05,9,Breakdown,76
2025-06-05,10,Material,66
2025-06-05,10,Breakdown,73
2025-06-05,11,Quality,72
2025-06-05,12,Quality,84
2025-06-05,12,Setup,28
2025-06-05,13,Material,20
2025-06-05,15,Breakdown,41
2025-06-05,15,Setup,46
2025-06-06,2,Plannedmaintenance,87
2025-06-06,2,Material,25
2025-06-06,4,Breakdown,44
2025-06-06,8,Breakdown,59
2025-06-06,9,Breakdown,61
2025-06-06,9,Setup,31
2025-06-06,10,Setup,67
2025-06-06,10,Breakdown,37
2025-06-06,12,Material,45
2025-06-06,13,Breakdown,44
2025-06-06,13,Breakdown,18
2025-06-06,14,Setup,83
2025-06-06,14,Quality,17
2025-06-06,15,Setup,79
2025-06-07,1,Breakdown,64
2025-06-07,1,Breakdown,54
2025-06-07,2,Breakdown,48
2025-06-07,3,Breakdown,86
2025-06-07,3,Breakdown,10
2025-06-07,5,Material,76
2025-06-07,7,Breakdown,73
2025-06-07,8,Setup,69
2025-06-07,9,Plannedmaintenance,64
2025-06-07,9,Breakdown,22
2025-06-07,11,Material,30
2025-06-07,12,Material,59
2025-06-08,2,Material,54
2025-06-08,2,Quality,59
2025-06-08,3,Breakdown,79
2025-06-08,3,Setup,64
2025-06-08,4,Plannedmaintenance,11
2025-06-08,4,Quality,44
2025-06-08,8,Breakdown,39
2025-06-08,9,Setup,43
2025-06-08,12,Breakdown,47
2025-06-08,12,Breakdown,47
2025-06-08,13,Material,16
2025-06-09,1,Quality,82
2025-06-09,4,Setup,65
2025-06-09,4,Setup,63
2025-06-09,9,Breakdown,31
2025-06-09,9,Setup,69
2025-06-09,10,Material,40
2025-06-09,10,Breakdown,47
2025-06-09,11,Breakdown,12
2025-06-09,13,Setup,16
2025-06-09,14,Setup,41
2025-06-09,15,Setup,31
2025-06-09,15,Breakdown,47
2025-06-10,1,Plannedmaintenance,33
2025-06-10,2,Breakdown,34
2025-06-10,3,Breakdown,51
2025-06-10,3,Breakdown,15
2025-06-10,6,Material,27
2025-06-10,7,Plannedmaintenance,49
2025-06-10,7,Setup,81
2025-06-10,8,Breakdown,56
2025-06-10,8,Plannedmaintenance,78
2025-06-10,9,Plannedmaintenance,37
2025-06-10,9,Setup,38
2025-06-10,11,Material,39
2025-06-10,11,Material,10
2025-06-10,12,Material,63
2025-06-10,13,Plannedmaintenance,15
2025-06-10,13,Breakdown,80
2025-06-11,2,Setup,77
2025-06-11,3,Breakdown,40
2025-06-11,7,Quality,75
2025-06-11,7,Breakdown,58
2025-06-11,9,Quality,85
2025-06-11,11,Breakdown,44
2025-06-11,13,Material,21
2025-06-11,15,Breakdown,45
2025-06-11,15,Setup,41
2025-06-12,1,Material,63
2025-06-12,1,Setup,87
2025-06-12,2,Material,48
2025-06-12,3,Quality,56
2025-06-12,3,Breakdown,43
2025-06-12,4,Breakdown,31
2025-06-12,5,Setup,42
2025-06-12,6,Breakdown,22
2025-06-12,7,Plannedmaintenance,53
2025-06-12,7,Breakdown,80
2025-06-12,8,Setup,34
2025-06-12,8,Breakdown,81
2025-06-12,9,Quality,49
2025-06-12,9,Setup,45
2025-06-12,11,Material,59
2025-06-12,11,Plannedmaintenance,81
2025-06-12,12,Setup,62
2025-06-12,14,Plannedmaintenance,84
2025-06-12,14,Material,49
2025-06-12,15,Breakdown,67
2025-06-12,15,Setup,58
2025-06-13,1,Material,72
2025-06-13,2,Plannedmaintenance,43
2025-06-13,2,Quality,57
2025-06-13,5,Setup,81
2025-06-13,6,Breakdown,45
2025-06-13,8,Breakdown,63
2025-06-13,10,Breakdown,20
2025-06-13,10,Quality,55
2025-06-13,11,Breakdown,28
2025-06-13,12,Material,30
2025-06-13,12,Material,66
2025-06-13,15,Setup,12
2025-06-14,1,Setup,38
2025-06-14,3,Breakdown,63
2025-06-14,3,Plannedmaintenance,37
2025-06-14,4,Setup,23
2025-06-14,4,Setup,39
2025-06-14,5,Setup,89
2025-06-14,6,Material,45
2025-06-14,6,Setup,40
2025-06-14,7,Setup,38
2025-06-14,9,Setup,28
2025-06-14,10,Material,10
2025-06-14,10,Breakdown,56
2025-06-14,11,Plannedmaintenance,56
2025-06-14,12,Breakdown,71
2025-06-14,12,Breakdown,74
2025-06-14,13,Material,24
2025-06-14,14,Breakdown,54
2025-06-14,15,Plannedmaintenance,68
2025-06-14,15,Material,38
2025-06-15,1,Setup,48
2025-06-15,1,Quality,46
2025-06-15,2,Breakdown,38
2025-06-15,2,Quality,82
2025-06-15,4,Setup,10
2025-06-15,8,Quality,51
2025-06-15,8,Quality,27
2025-06-15,9,Setup,45
2025-06-15,9,Setup,38
2025-06-15,12,Breakdown,69
2025-06-15,13,Plannedmaintenance,27
2025-06-15,14,Breakdown,31
2025-06-15,14,Material,32
2025-06-16,1,Quality,81
2025-06-16,4,Quality,44
2025-06-16,5,Material,28
2025-06-16,6,Breakdown,89
2025-06-16,6,Material,63
2025-06-16,7,Quality,23
2025-06-16,9,Material,79
2025-06-16,9,Material,86
2025-06-16,10,Material,42
2025-06-16,10,Material,10
2025-06-16,11,Quality,25
2025-06-16,11,Quality,52
2025-06-16,13,Breakdown,24
2025-06-16,14,Material,80
2025-06-17,1,Plannedmaintenance,66
2025-06-17,2,Breakdown,34
2025-06-17,5,Setup,51
2025-06-17,5,Plannedmaintenance,13
2025-06-17,6,Plannedmaintenance,88
2025-06-17,6,Breakdown,38
