prod_date,machine_id,shift_id,sku,units_good,units_scrap,units_total
2025-05-04,6,1,SKU022,762,10,772
2025-05-04,6,2,SKU037,604,31,635
2025-05-04,6,3,SKU039,737,59,796
2025-05-04,7,1,SKU005,291,20,311
2025-05-04,7,2,SKU033,454,36,490
2025-05-04,7,3,SKU003,557,52,609
2025-05-04,8,1,SKU031,372,17,389
2025-05-04,8,2,SKU032,617,53,670
2025-05-04,9,1,SKU003,321,46,367
2025-05-04,9,3,SKU030,249,36,285
2025-05-04,10,1,SKU035,308,41,349
2025-05-04,10,3,SKU002,574,18,592
2025-05-04,11,2,SKU018,551,7,558
2025-05-04,11,3,SKU018,398,40,438
2025-05-04,12,1,SKU006,600,77,677
2025-05-04,12,2,SKU021,428,45,473
2025-05-04,12,3,SKU033,262,13,275
2025-05-04,13,1,SKU004,609,82,691
2025-05-04,13,2,SKU010,677,24,701
2025-05-04,13,3,SKU013,235,18,253
2025-05-04,14,1,SKU012,573,71,644
2025-05-04,14,2,SKU035,372,20,392
2025-05-04,14,3,SKU016,616,87,703
2025-05-04,15,1,SKU015,673,69,742
2025-05-04,15,2,SKU005,560,9,569
2025-05-04,15,3,SKU029,421,23,444
2025-05-05,1,1,SKU027,443,53,496
2025-05-05,1,3,SKU031,212,14,226
2025-05-05,2,1,SKU004,736,44,780
2025-05-05,2,2,SKU029,707,37,744
2025-05-05,2,3,SKU029,708,31,739
2025-05-05,3,1,SKU034,267,29,296
2025-05-05,3,2,SKU003,549,77,626
2025-05-05,3,3,SKU022,509,34,543
2025-05-05,4,3,SKU025,230,19,249
2025-05-05,5,1,SKU032,461,12,473
2025-05-05,5,2,SKU032,278,8,286
2025-05-05,5,3,SKU040,387,21,408
2025-05-05,6,1,SKU006,337,30,367
2025-05-05,6,2,SKU008,430,7,437
2025-05-05,6,3,SKU023,219,0,219
2025-05-05,7,1,SKU022,673,79,752
2025-05-05,7,2,SKU019,729,26,755
2025-05-05,7,3,SKU014,473,48,521
2025-05-05,8,1,SKU026,676,43,719
2025-05-05,8,2,SKU012,762,76,838
2025-05-05,8,3,SKU034,627,35,662
2025-05-05,9,1,SKU005,651,86,737
2025-05-05,9,2,SKU012,768,38,806
2025-05-05,9,3,SKU004,266,35,301
2025-05-05,10,1,SKU038,379,51,430
2025-05-05,10,2,SKU039,423,1,424
2025-05-05,10,3,SKU011,611,23,634
2025-05-05,11,1,SKU026,607,10,617
2025-05-05,11,2,SKU031,734,47,781
2025-05-05,11,3,SKU029,491,21,512
2025-05-05,12,1,SKU022,649,54,703
2025-05-05,12,2,SKU034,451,42,493
2025-05-05,12,3,SKU013,575,66,641
2025-05-05,13,1,SKU009,463,49,512
2025-05-05,13,2,SKU005,533,58,591
2025-05-05,13,3,SKU013,629,3,632
2025-05-05,14,1,SKU033,500,27,527
2025-05-05,14,2,SKU029,396,41,437
2025-05-05,14,3,SKU025,482,51,533
2025-05-05,15,1,SKU032,230,17,247
2025-05-05,15,2,SKU026,484,62,546
2025-05-05,15,3,SKU016,426,45,471
2025-05-06,1,1,SKU020,291,34,325
2025-05-06,1,2,SKU006,740,87,827
2025-05-06,2,1,SKU018,270,15,285
2025-05-06,2,3,SKU033,265,13,278
2025-05-06,3,1,SKU009,366,40,406
2025-05-06,3,2,SKU020,762,55,817
2025-05-06,4,1,SKU011,493,53,546
2025-05-06,4,2,SKU014,519,66,585
2025-05-06,4,3,SKU015,267,33,300
2025-05-06,5,1,SKU026,694,49,743
2025-05-06,5,2,SKU017,677,59,736
2025-05-06,6,1,SKU032,339,10,349
2025-05-06,6,3,SKU032,446,47,493
2025-05-06,7,1,SKU037,539,78,617
2025-05-06,7,2,SKU016,461,29,490
2025-05-06,7,3,SKU012,737,89,826
2025-05-06,8,1,SKU037,358,42,400
2025-05-06,8,2,SKU033,398,8,406
2025-05-06,8,3,SKU014,536,35,571
2025-05-06,9,1,SKU024,603,86,689
2025-05-06,9,2,SKU038,624,24,648
2025-05-06,9,3,SKU033,269,33,302
2025-05-06,10,1,SKU006,264,32,296
2025-05-06,10,2,SKU039,672,22,694
2025-05-06,10,3,SKU034,410,10,420
2025-05-06,11,1,SKU002,640,23,663
2025-05-06,11,3,SKU022,491,12,503
2025-05-06,12,1,SKU008,443,12,455
2025-05-06,12,2,SKU005,407,43,450
2025-05-06,12,3,SKU022,452,23,475
2025-05-06,13,1,SKU005,725,47,772
2025-05-06,13,2,SKU011,448,17,465
2025-05-06,13,3,SKU031,431,38,469
2025-05-06,14,1,SKU014,451,20,471
2025-05-06,14,2,SKU019,525,8,533
2025-05-06,14,3,SKU012,257,19,276
2025-05-06,15,1,SKU008,559,77,636
2025-05-06,15,3,SKU029,416,53,469
2025-05-07,1,1,SKU008,679,6,685
2025-05-07,1,2,SKU002,624,4,628
2025-05-07,2,1,SKU025,515,32,547
2025-05-07,2,2,SKU008,351,2,353
2025-05-07,3,1,SKU010,508,66,574
2025-05-07,3,2,SKU035,739,67,806
2025-05-07,3,3,SKU034,276,2,278
2025-05-07,4,1,SKU040,404,14,418
2025-05-07,4,2,SKU014,252,15,267
2025-05-07,4,3,SKU005,716,84,800
2025-05-07,5,1,SKU032,339,16,355
2025-05-07,5,3,SKU008,389,38,427
2025-05-07,6,1,SKU006,661,69,730
2025-05-07,6,3,SKU040,232,16,248
2025-05-07,7,1,SKU036,501,24,525
2025-05-07,7,2,SKU013,500,70,570
2025-05-07,7,3,SKU009,491,69,560
2025-05-07,8,1,SKU022,420,17,437
2025-05-07,8,2,SKU009,796,92,888
2025-05-07,9,1,SKU029,672,25,697
2025-05-07,9,2,SKU033,245,5,250
2025-05-07,9,3,SKU026,593,55,648
2025-05-07,10,1,SKU013,377,35,412
2025-05-07,10,2,SKU014,646,76,722
2025-05-07,10,3,SKU018,291,10,301
2025-05-07,11,1,SKU004,771,25,796
2025-05-07,11,2,SKU009,419,15,434
2025-05-07,11,3,SKU033,740,5,745
2025-05-07,12,1,SKU018,620,28,648
2025-05-07,12,2,SKU001,601,75,676
2025-05-07,12,3,SKU026,566,63,629
2025-05-07,13,1,SKU014,477,34,511
2025-05-07,13,2,SKU012,254,29,283
2025-05-07,13,3,SKU030,536,29,565
2025-05-07,14,2,SKU030,580,59,639
2025-05-07,14,3,SKU007,361,7,368
2025-05-07,15,1,SKU028,789,78,867
2025-05-07,15,2,SKU015,608,57,665
2025-05-07,15,3,SKU033,693,51,744
2025-05-08,1,2,SKU038,303,5,308
2025-05-08,1,3,SKU020,646,34,680
2025-05-08,2,2,SKU002,311,41,352
2025-05-08,2,3,SKU022,260,24,284
2025-05-08,3,1,SKU034,419,43,462
2025-05-08,3,2,SKU028,648,4,652
2025-05-08,3,3,SKU008,539,62,601
2025-05-08,4,1,SKU015,419,37,456
2025-05-08,4,2,SKU030,668,37,705
2025-05-08,4,3,SKU034,366,13,379
2025-05-08,5,1,SKU034,298,36,334
2025-05-08,5,2,SKU001,390,3,393
2025-05-08,5,3,SKU013,437,64,501
2025-05-08,6,2,SKU039,237,25,262
2025-05-08,6,3,SKU022,293,30,323
2025-05-08,7,1,SKU033,400,2,402
2025-05-08,7,2,SKU007,362,51,413
2025-05-08,7,3,SKU023,322,22,344
2025-05-08,8,1,SKU015,664,69,733
2025-05-08,8,2,SKU036,679,38,717
2025-05-08,9,1,SKU040,661,95,756
2025-05-08,9,2,SKU003,647,89,736
2025-05-08,9,3,SKU033,229,17,246
2025-05-08,10,2,SKU006,416,22,438
2025-05-08,11,1,SKU028,348,13,361
2025-05-08,11,3,SKU005,312,21,333
2025-05-08,12,1,SKU013,446,43,489
2025-05-08,12,3,SKU036,258,24,282
2025-05-08,13,1,SKU015,503,29,532
2025-05-08,13,2,SKU032,289,25,314
2025-05-08,13,3,SKU003,367,37,404
2025-05-08,14,1,SKU026,564,18,582
2025-05-08,14,2,SKU012,657,94,751
2025-05-08,14,3,SKU017,665,25,690
2025-05-08,15,1,SKU001,225,31,256
2025-05-08,15,2,SKU003,667,78,745
2025-05-08,15,3,SKU028,451,44,495
2025-05-09,1,1,SKU040,405,8,413
2025-05-09,1,2,SKU004,519,45,564
2025-05-09,1,3,SKU036,712,56,768
2025-05-09,2,1,SKU039,795,60,855
2025-05-09,2,2,SKU019,318,12,330
2025-05-09,2,3,SKU003,694,19,713
2025-05-09,3,1,SKU005,418,18,436
2025-05-09,3,2,SKU020,739,104,843
2025-05-09,3,3,SKU030,391,18,409
2025-05-09,4,1,SKU013,466,64,530
2025-05-09,4,3,SKU014,601,70,671
2025-05-09,5,1,SKU009,747,62,809
2025-05-09,5,3,SKU012,300,39,339
2025-05-09,6,1,SKU005,261,1,262
2025-05-09,6,3,SKU016,344,27,371
2025-05-09,7,1,SKU023,461,50,511
2025-05-09,7,2,SKU012,713,21,734
2025-05-09,7,3,SKU026,222,21,243
2025-05-09,8,2,SKU030,482,4,486
2025-05-09,8,3,SKU040,264,35,299
2025-05-09,9,1,SKU018,475,40,515
2025-05-09,9,2,SKU007,725,3,728
2025-05-09,9,3,SKU029,631,93,724
2025-05-09,10,1,SKU028,293,9,302
2025-05-09,10,2,SKU007,614,63,677
2025-05-09,10,3,SKU009,299,23,322
2025-05-09,11,1,SKU021,201,17,218
2025-05-09,11,3,SKU034,606,13,619
2025-05-09,12,1,SKU026,231,6,237
2025-05-09,12,2,SKU017,232,10,242
2025-05-09,12,3,SKU017,221,31,252
2025-05-09,13,1,SKU016,348,12,360
2025-05-09,13,2,SKU037,240,18,258
2025-05-09,14,1,SKU025,435,10,445
2025-05-09,14,2,SKU030,742,16,758
2025-05-09,14,3,SKU036,498,35,533
2025-05-09,15,1,SKU040,446,59,505
2025-05-09,15,2,SKU010,213,9,222
2025-05-09,15,3,SKU015,660,47,707
2025-05-10,1,1,SKU016,417,36,453
2025-05-10,1,2,SKU014,325,13,338
2025-05-10,1,3,SKU034,605,57,662
2025-05-10,2,2,SKU013,219,4,223
2025-05-10,2,3,SKU001,309,22,331
2025-05-10,3,1,SKU031,301,25,326
2025-05-10,3,2,SKU024,420,36,456
2025-05-10,3,3,SKU035,493,22,515
2025-05-10,4,1,SKU008,378,5,383
2025-05-10,4,2,SKU008,759,84,843
2025-05-10,4,3,SKU034,626,23,649
2025-05-10,5,1,SKU030,388,10,398
2025-05-10,5,2,SKU003,214,26,240
2025-05-10,5,3,SKU020,353,36,389
2025-05-10,6,1,SKU011,398,22,420
2025-05-10,6,2,SKU024,710,54,764
2025-05-10,6,3,SKU021,267,38,305
2025-05-10,7,1,SKU035,276,8,284
2025-05-10,7,2,SKU030,229,24,253
2025-05-10,7,3,SKU006,614,13,627
2025-05-10,8,1,SKU020,665,25,690
2025-05-10,8,3,SKU007,631,25,656
2025-05-10,9,1,SKU004,259,28,287
2025-05-10,9,2,SKU020,626,55,681
2025-05-10,10,1,SKU034,745,33,778
2025-05-10,10,2,SKU009,543,34,577
2025-05-10,10,3,SKU014,512,59,571
2025-05-10,11,1,SKU035,371,14,385
2025-05-10,11,2,SKU032,580,54,634
2025-05-10,11,3,SKU016,216,12,228
2025-05-10,12,3,SKU004,584,52,636
2025-05-10,13,1,SKU035,614,67,681
2025-05-10,13,2,SKU023,510,3,513
2025-05-10,13,3,SKU011,615,20,635
2025-05-10,14,1,SKU018,409,45,454
2025-05-10,14,2,SKU040,581,12,593
2025-05-10,14,3,SKU008,659,0,659
2025-05-10,15,1,SKU025,623,76,699
2025-05-10,15,2,SKU028,408,45,453
2025-05-10,15,3,SKU035,525,39,564
2025-05-11,1,1,SKU038,577,29,606
2025-05-11,1,2,SKU037,480,44,524
2025-05-11,1,3,SKU025,446,51,497
2025-05-11,2,1,SKU012,735,89,824
2025-05-11,2,2,SKU004,331,28,359
2025-05-11,2,3,SKU028,535,32,567
2025-05-11,3,1,SKU009,646,88,734
2025-05-11,3,2,SKU028,431,0,431
2025-05-11,3,3,SKU020,780,43,823
2025-05-11,4,1,SKU023,774,5,779
2025-05-11,4,2,SKU031,394,27,421
2025-05-11,4,3,SKU007,675,18,693
2025-05-11,5,2,SKU033,733,4,737
2025-05-11,5,3,SKU015,481,54,535
2025-05-11,6,1,SKU021,284,6,290
2025-05-11,6,2,SKU034,543,46,589
2025-05-11,6,3,SKU036,695,84,779
2025-05-11,7,1,SKU025,424,55,479
2025-05-11,7,2,SKU040,363,46,409
2025-05-11,7,3,SKU002,566,10,576
2025-05-11,8,1,SKU033,516,76,592
2025-05-11,8,2,SKU010,743,58,801
2025-05-11,8,3,SKU025,457,63,520
2025-05-11,9,1,SKU010,227,7,234
2025-05-11,9,2,SKU024,506,3,509
2025-05-11,9,3,SKU026,262,28,290
2025-05-11,10,1,SKU037,749,102,851
2025-05-11,10,2,SKU006,660,35,695
2025-05-11,10,3,SKU025,269,15,284
2025-05-11,11,1,SKU014,597,60,657
2025-05-11,11,2,SKU038,671,21,692
2025-05-11,11,3,SKU037,643,61,704
2025-05-11,12,2,SKU036,511,24,535
2025-05-11,12,3,SKU027,214,27,241
2025-05-11,13,1,SKU012,653,60,713
2025-05-11,13,2,SKU006,218,18,236
2025-05-11,13,3,SKU010,558,33,591
2025-05-11,14,2,SKU025,774,52,826
2025-05-11,15,1,SKU039,555,26,581
2025-05-11,15,3,SKU021,630,72,702
2025-05-12,1,1,SKU017,436,48,484
2025-05-12,1,2,SKU030,588,68,656
2025-05-12,2,1,SKU022,633,10,643
2025-05-12,2,2,SKU012,691,96,787
2025-05-12,2,3,SKU023,740,93,833
2025-05-12,3,2,SKU027,519,61,580
2025-05-12,3,3,SKU039,537,52,589
2025-05-12,4,1,SKU007,300,41,341
2025-05-12,4,2,SKU009,651,90,741
2025-05-12,4,3,SKU040,748,7,755
2025-05-12,5,1,SKU029,458,9,467
2025-05-12,5,2,SKU033,768,67,835
2025-05-12,5,3,SKU003,347,3,350
2025-05-12,6,1,SKU006,253,4,257
2025-05-12,6,2,SKU004,502,53,555
2025-05-12,6,3,SKU014,314,12,326
2025-05-12,7,1,SKU007,374,45,419
2025-05-12,7,2,SKU007,638,23,661
2025-05-12,7,3,SKU019,427,10,437
2025-05-12,8,1,SKU010,317,7,324
2025-05-12,9,1,SKU007,638,75,713
2025-05-12,9,2,SKU009,651,88,739
2025-05-12,9,3,SKU028,644,20,664
2025-05-12,10,1,SKU033,387,26,413
2025-05-12,10,2,SKU038,236,31,267
2025-05-12,10,3,SKU035,765,7,772
2025-05-12,11,1,SKU038,370,50,420
2025-05-12,11,2,SKU035,676,2,678
2025-05-12,12,2,SKU022,747,18,765
2025-05-12,12,3,SKU004,543,78,621
2025-05-12,13,2,SKU035,400,43,443
2025-05-12,13,3,SKU029,220,11,231
2025-05-12,14,2,SKU027,277,35,312
2025-05-12,14,3,SKU020,570,26,596
2025-05-12,15,1,SKU037,744,57,801
2025-05-12,15,2,SKU009,629,78,707
2025-05-12,15,3,SKU005,648,44,692
2025-05-13,1,1,SKU013,699,86,785
2025-05-13,1,2,SKU013,727,51,778
2025-05-13,1,3,SKU016,487,58,545
2025-05-13,2,1,SKU031,521,58,579
2025-05-13,2,2,SKU002,262,17,279
2025-05-13,2,3,SKU020,742,23,765
2025-05-13,3,1,SKU040,229,32,261
2025-05-13,3,2,SKU022,309,41,350
2025-05-13,3,3,SKU038,575,40,615
2025-05-13,4,1,SKU036,576,52,628
2025-05-13,4,2,SKU035,535,35,570
2025-05-13,4,3,SKU032,574,68,642
2025-05-13,5,1,SKU023,679,68,747
2025-05-13,5,2,SKU013,616,16,632
2025-05-13,5,3,SKU020,698,21,719
2025-05-13,6,1,SKU014,383,9,392
2025-05-13,6,2,SKU036,612,85,697
2025-05-13,6,3,SKU035,761,79,840
2025-05-13,7,2,SKU030,425,62,487
2025-05-13,7,3,SKU027,649,34,683
2025-05-13,8,1,SKU025,697,10,707
2025-05-13,8,2,SKU007,206,13,219
2025-05-13,8,3,SKU023,650,10,660
2025-05-13,9,1,SKU035,211,1,212
2025-05-13,9,2,SKU024,609,81,690
2025-05-13,9,3,SKU032,645,10,655
2025-05-13,10,1,SKU010,652,55,707
2025-05-13,10,2,SKU008,440,35,475
2025-05-13,10,3,SKU005,571,75,646
2025-05-13,11,1,SKU035,281,10,291
2025-05-13,11,2,SKU011,575,85,660
2025-05-13,11,3,SKU007,288,42,330
2025-05-13,12,1,SKU033,743,8,751
2025-05-13,12,2,SKU021,222,18,240
2025-05-13,12,3,SKU019,791,36,827
2025-05-13,13,1,SKU036,672,7,679
2025-05-13,13,2,SKU014,474,45,519
2025-05-13,13,3,SKU031,355,29,384
2025-05-13,14,1,SKU038,712,42,754
2025-05-13,14,2,SKU013,685,16,701
2025-05-13,15,1,SKU027,361,44,405
2025-05-13,15,2,SKU018,267,8,275
2025-05-13,15,3,SKU011,623,40,663
2025-05-14,1,1,SKU006,278,28,306
2025-05-14,1,2,SKU012,349,7,356
2025-05-14,1,3,SKU001,712,81,793
2025-05-14,2,1,SKU011,712,88,800
2025-05-14,2,2,SKU033,576,28,604
2025-05-14,2,3,SKU018,214,11,225
2025-05-14,3,1,SKU027,618,82,700
2025-05-14,3,2,SKU005,276,27,303
2025-05-14,3,3,SKU040,564,64,628
2025-05-14,4,1,SKU027,395,7,402
2025-05-14,4,2,SKU015,373,50,423
2025-05-14,4,3,SKU021,624,89,713
2025-05-14,5,1,SKU007,795,70,865
2025-05-14,5,2,SKU032,401,33,434
2025-05-14,5,3,SKU013,207,13,220
2025-05-14,6,1,SKU020,593,15,608
2025-05-14,6,2,SKU006,531,59,590
2025-05-14,7,1,SKU027,642,80,722
2025-05-14,7,2,SKU033,207,3,210
2025-05-14,8,1,SKU015,755,75,830
2025-05-14,8,2,SKU006,774,73,847
2025-05-14,8,3,SKU022,498,3,501
2025-05-14,9,1,SKU021,306,24,330
2025-05-14,9,3,SKU038,394,36,430
2025-05-14,10,1,SKU038,686,72,758
2025-05-14,10,2,SKU018,514,32,546
2025-05-14,10,3,SKU018,272,37,309
2025-05-14,11,1,SKU039,342,17,359
2025-05-14,11,2,SKU013,328,23,351
2025-05-14,12,1,SKU021,673,33,706
2025-05-14,12,2,SKU021,449,40,489
2025-05-14,12,3,SKU017,730,78,808
2025-05-14,13,1,SKU022,216,9,225
2025-05-14,13,2,SKU038,424,27,451
2025-05-14,13,3,SKU007,744,43,787
2025-05-14,14,1,SKU002,588,59,647
2025-05-14,14,2,SKU038,441,4,445
2025-05-14,14,3,SKU022,754,50,804
2025-05-14,15,2,SKU015,474,22,496
2025-05-14,15,3,SKU037,584,78,662
2025-05-15,1,1,SKU030,283,8,291
2025-05-15,1,2,SKU028,492,34,526
2025-05-15,1,3,SKU020,781,42,823
2025-05-15,2,1,SKU028,426,40,466
2025-05-15,2,2,SKU018,289,18,307
2025-05-15,2,3,SKU016,302,5,307
2025-05-15,3,1,SKU007,222,21,243
2025-05-15,3,2,SKU008,503,40,543
2025-05-15,3,3,SKU014,265,5,270
2025-05-15,4,1,SKU040,578,58,636
2025-05-15,4,2,SKU022,637,5,642
2025-05-15,4,3,SKU008,300,16,316
2025-05-15,5,1,SKU034,375,36,411
2025-05-15,5,2,SKU034,431,56,487
2025-05-15,6,2,SKU006,539,1,540
2025-05-15,6,3,SKU025,544,61,605
2025-05-15,7,1,SKU023,321,8,329
2025-05-15,7,2,SKU014,753,107,860
2025-05-15,7,3,SKU026,728,6,734
2025-05-15,8,1,SKU003,691,30,721
2025-05-15,8,3,SKU011,257,26,283
2025-05-15,9,1,SKU016,580,64,644
2025-05-15,9,2,SKU039,637,33,670
2025-05-15,9,3,SKU007,250,32,282
2025-05-15,10,1,SKU035,346,14,360
2025-05-15,10,2,SKU015,222,17,239
2025-05-15,10,3,SKU022,557,50,607
2025-05-15,11,1,SKU001,495,29,524
2025-05-15,11,2,SKU039,572,64,636
2025-05-15,11,3,SKU008,674,76,750
2025-05-15,12,1,SKU017,768,101,869
2025-05-15,12,2,SKU010,360,6,366
2025-05-15,13,2,SKU033,360,35,395
2025-05-15,13,3,SKU015,305,12,317
2025-05-15,14,1,SKU009,744,35,779
2025-05-15,14,2,SKU006,241,34,275
2025-05-15,15,1,SKU020,259,23,282
2025-05-15,15,2,SKU026,277,40,317
2025-05-15,15,3,SKU016,485,27,512
2025-05-16,1,2,SKU021,714,4,718
2025-05-16,1,3,SKU027,500,73,573
2025-05-16,2,1,SKU006,441,38,479
2025-05-16,2,2,SKU008,547,28,575
2025-05-16,2,3,SKU001,611,3,614
2025-05-16,3,1,SKU008,290,38,328
2025-05-16,3,2,SKU017,464,58,522
2025-05-16,4,1,SKU025,520,39,559
2025-05-16,4,2,SKU033,205,0,205
2025-05-16,5,1,SKU024,457,35,492
2025-05-16,5,3,SKU011,225,8,233
2025-05-16,6,2,SKU030,710,48,758
2025-05-16,7,1,SKU038,602,22,624
2025-05-16,7,2,SKU037,429,36,465
2025-05-16,7,3,SKU014,491,65,556
2025-05-16,8,1,SKU021,403,56,459
2025-05-16,8,2,SKU008,657,62,719
2025-05-16,8,3,SKU028,687,20,707
2025-05-16,9,1,SKU004,270,11,281
2025-05-16,9,2,SKU026,515,48,563
2025-05-16,10,2,SKU028,281,18,299
2025-05-16,10,3,SKU020,200,23,223
2025-05-16,11,1,SKU004,714,34,748
2025-05-16,11,2,SKU022,203,25,228
2025-05-16,11,3,SKU038,468,11,479
2025-05-16,12,1,SKU036,546,29,575
2025-05-16,12,3,SKU029,254,0,254
2025-05-16,13,1,SKU037,444,25,469
2025-05-16,13,2,SKU011,504,47,551
2025-05-16,13,3,SKU028,232,1,233
2025-05-16,14,1,SKU002,616,63,679
2025-05-16,14,2,SKU006,530,42,572
2025-05-16,14,3,SKU016,552,81,633
2025-05-16,15,1,SKU002,323,17,340
2025-05-16,15,2,SKU030,781,80,861
2025-05-16,15,3,SKU015,206,4,210
2025-05-17,1,1,SKU008,713,40,753
2025-05-17,1,3,SKU026,487,19,506
2025-05-17,2,1,SKU017,475,15,490
2025-05-17,2,3,SKU010,364,31,395
2025-05-17,3,1,SKU038,356,42,398
2025-05-17,3,2,SKU002,419,50,469
2025-05-17,3,3,SKU014,390,15,405
2025-05-17,4,1,SKU002,478,65,543
2025-05-17,4,2,SKU018,428,25,453
2025-05-17,4,3,SKU034,651,13,664
2025-05-17,5,1,SKU006,591,55,646
2025-05-17,5,2,SKU005,230,15,245
2025-05-17,5,3,SKU013,341,34,375
2025-05-17,6,1,SKU014,585,20,605
2025-05-17,6,3,SKU036,305,39,344
2025-05-17,7,1,SKU028,202,4,206
2025-05-17,7,3,SKU032,293,32,325
2025-05-17,8,1,SKU040,749,108,857
2025-05-17,8,2,SKU019,452,60,512
2025-05-17,8,3,SKU032,524,18,542
2025-05-17,9,1,SKU005,460,36,496
2025-05-17,9,3,SKU026,203,18,221
2025-05-17,10,1,SKU010,466,4,470
2025-05-17,10,2,SKU011,334,23,357
2025-05-17,10,3,SKU034,503,10,513
2025-05-17,11,1,SKU013,545,69,614
2025-05-17,11,2,SKU025,778,65,843
2025-05-17,11,3,SKU024,556,44,600
2025-05-17,12,1,SKU025,481,10,491
2025-05-17,12,2,SKU016,576,9,585
2025-05-17,12,3,SKU031,738,83,821
2025-05-17,13,1,SKU038,577,68,645
2025-05-17,13,2,SKU032,445,48,493
2025-05-17,13,3,SKU002,480,61,541
2025-05-17,14,1,SKU011,448,39,487
2025-05-17,14,2,SKU018,515,25,540
2025-05-17,14,3,SKU030,547,77,624
2025-05-17,15,2,SKU040,742,91,833
2025-05-18,1,1,SKU036,417,58,475
2025-05-18,1,3,SKU034,272,31,303
2025-05-18,2,2,SKU023,361,27,388
2025-05-18,3,1,SKU037,694,20,714
2025-05-18,3,2,SKU025,223,16,239
2025-05-18,3,3,SKU002,273,38,311
2025-05-18,4,1,SKU014,661,65,726
2025-05-18,4,2,SKU035,736,50,786
2025-05-18,5,1,SKU014,278,38,316
2025-05-18,5,3,SKU016,519,22,541
2025-05-18,6,1,SKU003,276,27,303
2025-05-18,6,2,SKU037,458,12,470
2025-05-18,6,3,SKU020,448,13,461
2025-05-18,7,1,SKU023,630,56,686
2025-05-18,7,3,SKU016,338,25,363
2025-05-18,8,1,SKU032,405,12,417
2025-05-18,8,2,SKU022,354,32,386
2025-05-18,8,3,SKU008,596,21,617
2025-05-18,9,2,SKU025,690,0,690
2025-05-18,9,3,SKU020,497,49,546
2025-05-18,10,1,SKU022,446,48,494
2025-05-18,10,3,SKU037,576,67,643
2025-05-18,11,1,SKU012,684,97,781
2025-05-18,11,2,SKU002,323,34,357
2025-05-18,11,3,SKU021,525,74,599
2025-05-18,12,3,SKU013,470,45,515
2025-05-18,13,2,SKU012,566,59,625
2025-05-18,13,3,SKU007,749,52,801
2025-05-18,14,1,SKU022,458,0,458
2025-05-18,14,2,SKU032,593,65,658
2025-05-18,14,3,SKU015,628,12,640
2025-05-18,15,1,SKU030,542,7,549
2025-05-18,15,3,SKU027,712,16,728
2025-05-19,1,1,SKU037,779,83,862
2025-05-19,1,2,SKU012,363,43,406
2025-05-19,1,3,SKU007,223,19,242
2025-05-19,2,1,SKU019,715,57,772
2025-05-19,2,2,SKU029,778,58,836
2025-05-19,2,3,SKU021,638,72,710
2025-05-19,3,1,SKU017,215,28,243
2025-05-19,4,2,SKU025,512,67,579
2025-05-19,4,3,SKU031,370,1,371
2025-05-19,5,1,SKU034,708,82,790
2025-05-19,5,2,SKU028,744,6,750
2025-05-19,5,3,SKU035,715,17,732
2025-05-19,6,1,SKU019,247,16,263
2025-05-19,6,2,SKU013,309,45,354
2025-05-19,7,1,SKU005,482,37,519
2025-05-19,7,2,SKU033,568,44,612
2025-05-19,8,2,SKU002,692,43,735
2025-05-19,8,3,SKU018,668,30,698
2025-05-19,9,2,SKU007,299,32,331
2025-05-19,9,3,SKU039,365,49,414
2025-05-19,10,1,SKU022,236,6,242
2025-05-19,10,2,SKU037,302,42,344
2025-05-19,10,3,SKU025,700,66,766
2025-05-19,11,1,SKU013,543,66,609
2025-05-19,11,2,SKU027,754,61,815
2025-05-19,11,3,SKU037,702,98,800
2025-05-19,12,1,SKU035,746,36,782
2025-05-19,12,2,SKU006,612,13,625
2025-05-19,12,3,SKU030,593,3,596
2025-05-19,13,1,SKU039,675,98,773
2025-05-19,13,2,SKU008,571,57,628
2025-05-19,13,3,SKU016,602,86,688
2025-05-19,14,3,SKU009,649,29,678
2025-05-19,15,1,SKU022,444,37,481
2025-05-19,15,2,SKU040,366,1,367
2025-05-19,15,3,SKU011,337,17,354
2025-05-20,1,1,SKU011,506,19,525
2025-05-20,1,2,SKU038,728,23,751
2025-05-20,2,3,SKU037,622,44,666
2025-05-20,3,1,SKU014,683,38,721
2025-05-20,3,2,SKU020,781,50,831
2025-05-20,3,3,SKU035,349,25,374
2025-05-20,4,1,SKU032,595,50,645
2025-05-20,4,2,SKU018,678,26,704
2025-05-20,4,3,SKU033,371,53,424
2025-05-20,5,1,SKU017,474,64,538
2025-05-20,5,2,SKU038,290,5,295
2025-05-20,5,3,SKU005,467,65,532
2025-05-20,6,1,SKU018,542,78,620
2025-05-20,6,2,SKU020,528,55,583
2025-05-20,6,3,SKU005,691,90,781
2025-05-20,7,1,SKU009,470,10,480
2025-05-20,7,2,SKU004,407,41,448
2025-05-20,7,3,SKU023,697,4,701
2025-05-20,8,1,SKU026,301,20,321
2025-05-20,8,3,SKU007,363,13,376
2025-05-20,9,1,SKU036,789,113,902
2025-05-20,9,2,SKU035,272,26,298
2025-05-20,9,3,SKU003,464,60,524
2025-05-20,10,1,SKU008,268,38,306
2025-05-20,10,2,SKU013,298,41,339
2025-05-20,10,3,SKU019,302,7,309
2025-05-20,11,1,SKU032,575,56,631
2025-05-20,11,2,SKU029,262,34,296
2025-05-20,12,1,SKU018,788,99,887
2025-05-20,12,2,SKU040,352,20,372
2025-05-20,12,3,SKU017,480,70,550
