date_sk,machine_sk,shift_sk,product_sk,units_good,units_scrap,units_total,ideal_rate_per_min,planned_minutes
151,13,2,23,617,65,682,1.2,480
151,13,3,24,243,23,266,1.0,480
151,14,1,33,557,45,602,0.8,480
151,14,2,39,536,49,585,1.0,480
151,14,3,12,652,62,714,1.5,480
151,15,1,4,645,11,656,0.8,480
151,15,2,13,630,84,714,1.0,480
151,15,3,23,359,25,384,1.2,480
152,1,1,28,237,30,267,1.5,480
152,1,2,7,210,6,216,1.0,480
152,1,3,32,235,9,244,0.8,480
152,2,1,3,460,65,525,1.5,480
152,2,2,37,466,49,515,1.2,480
152,2,3,8,521,12,533,1.0,480
152,3,1,9,447,20,467,1.0,480
152,3,2,25,630,73,703,1.5,480
152,3,3,5,292,41,333,1.0,480
152,4,1,11,212,14,226,1.0,480
152,4,2,35,550,31,581,0.8,480
152,4,3,31,764,49,813,1.2,480
152,5,2,36,767,111,878,0.8,480
152,5,3,32,392,53,445,0.8,480
152,6,1,27,426,51,477,0.8,480
152,6,2,27,423,29,452,0.8,480
152,6,3,26,682,51,733,1.0,480
152,7,2,12,701,18,719,1.5,480
152,7,3,29,790,25,815,0.8,480
152,8,1,18,413,43,456,1.2,480
152,8,2,26,591,67,658,1.0,480
152,9,3,26,686,35,721,1.0,480
152,10,1,10,648,77,725,1.2,480
152,10,3,34,324,7,331,1.0,480
152,11,2,19,469,3,472,1.5,480
152,11,3,25,772,65,837,1.5,480
152,12,1,7,328,46,374,1.0,480
152,12,2,19,700,60,760,1.5,480
152,13,1,26,471,20,491,1.0,480
152,13,2,10,400,28,428,1.2,480
152,13,3,15,279,3,282,1.2,480
152,14,1,3,601,27,628,1.5,480
152,14,2,21,616,56,672,1.5,480
152,14,3,33,397,40,437,0.8,480
152,15,1,25,279,30,309,1.5,480
152,15,2,16,787,29,816,1.2,480
153,1,1,40,458,50,508,1.5,480
153,1,2,21,794,54,848,1.5,480
153,1,3,23,383,7,390,1.2,480
153,2,1,16,608,62,670,1.2,480
153,2,2,15,606,72,678,1.2,480
153,2,3,33,653,80,733,0.8,480
153,3,1,16,656,64,720,1.2,480
153,3,2,18,605,6,611,1.2,480
153,3,3,28,456,16,472,1.5,480
153,4,1,23,345,50,395,1.2,480
153,4,2,18,723,49,772,1.2,480
153,5,1,18,677,54,731,1.2,480
153,5,2,39,631,20,651,1.0,480
153,5,3,10,228,0,228,1.2,480
153,6,1,17,512,24,536,1.2,480
153,6,2,38,322,46,368,1.5,480
153,6,3,33,213,0,213,0.8,480
153,7,1,31,420,43,463,1.2,480
153,7,2,8,781,48,829,1.0,480
153,7,3,25,568,25,593,1.5,480
153,8,1,39,317,1,318,1.0,480
153,8,2,33,653,28,681,0.8,480
153,8,3,8,368,6,374,1.0,480
153,9,2,28,375,45,420,1.5,480
153,9,3,36,387,34,421,0.8,480
153,10,2,8,204,28,232,1.0,480
153,10,3,37,435,47,482,1.2,480
153,11,1,16,377,8,385,1.2,480
153,11,2,17,627,79,706,1.2,480
153,11,3,10,581,13,594,1.2,480
153,12,1,6,381,1,382,1.5,480
153,12,2,17,450,40,490,1.2,480
153,12,3,29,289,21,310,0.8,480
153,13,1,1,287,8,295,1.5,480
153,13,2,16,527,78,605,1.2,480
153,13,3,2,386,17,403,0.8,480
153,14,1,35,264,1,265,0.8,480
153,14,2,12,584,60,644,1.5,480
153,14,3,5,492,70,562,1.0,480
153,15,1,5,472,49,521,1.0,480
153,15,2,33,535,67,602,0.8,480
153,15,3,20,705,11,716,1.5,480
154,1,1,7,391,32,423,1.0,480
154,1,2,24,297,24,321,1.0,480
154,1,3,32,321,36,357,0.8,480
154,2,1,31,414,60,474,1.2,480
154,2,2,22,439,50,489,1.2,480
154,2,3,10,571,83,654,1.2,480
154,3,1,11,733,43,776,1.0,480
154,3,3,5,245,18,263,1.0,480
154,4,1,26,214,10,224,1.0,480
154,4,2,1,620,8,628,1.5,480
154,4,3,35,485,35,520,0.8,480
154,5,1,2,686,70,756,0.8,480
154,5,2,40,313,20,333,1.5,480
154,5,3,23,371,41,412,1.2,480
154,6,1,16,690,17,707,1.2,480
154,6,2,16,236,24,260,1.2,480
154,6,3,12,368,49,417,1.5,480
154,7,1,20,619,3,622,1.5,480
154,7,3,10,656,4,660,1.2,480
154,8,2,33,324,32,356,0.8,480
154,8,3,19,586,34,620,1.5,480
154,9,1,26,590,21,611,1.0,480
154,9,3,1,433,37,470,1.5,480
154,10,1,18,782,92,874,1.2,480
154,10,2,3,441,39,480,1.5,480
154,10,3,19,290,27,317,1.5,480
154,11,1,34,426,21,447,1.0,480
154,11,2,7,444,64,508,1.0,480
154,11,3,7,703,4,707,1.0,480
154,12,1,29,550,31,581,0.8,480
154,12,2,4,202,14,216,0.8,480
154,12,3,26,326,4,330,1.0,480
154,13,1,2,784,74,858,0.8,480
154,13,2,2,540,22,562,0.8,480
154,13,3,35,223,19,242,0.8,480
154,14,1,37,286,4,290,1.2,480
154,14,2,35,709,89,798,0.8,480
154,15,1,22,723,80,803,1.2,480
154,15,2,37,428,56,484,1.2,480
154,15,3,24,202,1,203,1.0,480
155,2,1,22,541,8,549,1.2,480
155,2,2,32,378,44,422,0.8,480
155,2,3,25,217,17,234,1.5,480
155,3,1,11,479,6,485,1.0,480
155,3,2,26,474,2,476,1.0,480
155,3,3,29,394,14,408,0.8,480
155,4,1,26,669,71,740,1.0,480
155,4,2,13,288,41,329,1.0,480
155,4,3,35,548,57,605,0.8,480
155,5,1,35,558,67,625,0.8,480
155,5,2,10,615,7,622,1.2,480
155,6,1,37,573,62,635,1.2,480
155,6,2,19,461,30,491,1.5,480
155,6,3,10,436,36,472,1.2,480
155,7,1,1,682,81,763,1.5,480
155,7,2,16,252,16,268,1.2,480
155,7,3,2,559,51,610,0.8,480
155,8,1,8,347,7,354,1.0,480
155,8,2,35,624,76,700,0.8,480
155,8,3,29,685,71,756,0.8,480
155,9,1,12,462,9,471,1.5,480
155,9,2,18,587,47,634,1.2,480
155,9,3,28,644,61,705,1.5,480
155,10,2,8,367,30,397,1.0,480
155,10,3,28,206,19,225,1.5,480
155,11,1,29,761,46,807,0.8,480
155,11,2,7,770,15,785,1.0,480
155,12,2,38,574,43,617,1.5,480
155,12,3,7,258,5,263,1.0,480
155,13,1,13,257,7,264,1.0,480
155,13,2,1,301,19,320,1.5,480
155,13,3,34,234,4,238,1.0,480
155,14,1,31,749,105,854,1.2,480
155,14,2,34,769,1,770,1.0,480
155,14,3,27,758,46,804,0.8,480
155,15,1,33,209,12,221,0.8,480
155,15,2,29,741,81,822,0.8,480
156,1,1,31,504,63,567,1.2,480
156,1,3,23,729,64,793,1.2,480
156,2,1,18,562,49,611,1.2,480
156,2,2,12,635,48,683,1.5,480
156,2,3,33,778,18,796,0.8,480
156,3,1,3,210,15,225,1.5,480
156,3,2,36,524,77,601,0.8,480
156,3,3,33,211,12,223,0.8,480
156,4,1,20,781,76,857,1.5,480
156,4,2,17,280,21,301,1.2,480
156,5,1,31,559,68,627,1.2,480
156,5,3,25,292,26,318,1.5,480
156,6,1,24,433,36,469,1.0,480
156,6,2,4,366,21,387,0.8,480
156,6,3,12,448,9,457,1.5,480
156,7,1,12,618,31,649,1.5,480
156,7,2,25,573,84,657,1.5,480
156,7,3,40,437,52,489,1.5,480
156,8,1,39,336,39,375,1.0,480
156,8,2,1,649,1,650,1.5,480
156,8,3,5,587,27,614,1.0,480
156,9,1,26,423,39,462,1.0,480
156,9,2,24,721,95,816,1.0,480
156,9,3,24,270,39,309,1.0,480
156,10,1,17,472,55,527,1.2,480
156,10,2,31,715,4,719,1.2,480
156,10,3,20,367,18,385,1.5,480
156,11,1,39,768,2,770,1.0,480
156,11,3,22,389,21,410,1.2,480
156,12,1,35,342,2,344,0.8,480
156,12,2,3,637,59,696,1.5,480
156,12,3,7,729,36,765,1.0,480
156,13,1,22,612,29,641,1.2,480
156,13,2,4,298,19,317,0.8,480
156,13,3,31,249,10,259,1.2,480
156,14,1,39,339,8,347,1.0,480
156,14,2,20,522,43,565,1.5,480
156,14,3,4,328,46,374,0.8,480
156,15,2,17,648,84,732,1.2,480
156,15,3,5,371,0,371,1.0,480
157,1,1,40,202,4,206,1.5,480
157,1,3,5,707,104,811,1.0,480
157,2,1,13,492,29,521,1.0,480
157,2,2,6,328,17,345,1.5,480
157,2,3,16,789,6,795,1.2,480
157,3,1,13,222,31,253,1.0,480
157,3,2,22,446,16,462,1.2,480
157,3,3,31,639,51,690,1.2,480
157,4,1,28,679,30,709,1.5,480
157,4,2,10,649,18,667,1.2,480
157,4,3,10,575,71,646,1.2,480
157,5,2,30,705,66,771,1.5,480
157,5,3,4,373,12,385,0.8,480
157,6,1,37,348,2,350,1.2,480
157,6,2,9,404,35,439,1.0,480
157,6,3,7,505,60,565,1.0,480
157,8,1,15,542,47,589,1.2,480
157,8,2,17,215,22,237,1.2,480
157,8,3,40,365,13,378,1.5,480
157,9,1,9,368,14,382,1.0,480
157,9,2,34,386,3,389,1.0,480
157,9,3,7,611,5,616,1.0,480
157,10,1,36,610,13,623,0.8,480
157,10,2,17,646,7,653,1.2,480
157,11,1,40,695,80,775,1.5,480
157,11,2,17,488,2,490,1.2,480
157,11,3,4,795,42,837,0.8,480
157,12,2,3,441,31,472,1.5,480
157,12,3,27,409,44,453,0.8,480
157,13,1,40,254,5,259,1.5,480
157,13,2,39,327,7,334,1.0,480
157,13,3,22,437,29,466,1.2,480
157,14,1,30,638,78,716,1.5,480
157,14,2,38,273,37,310,1.5,480
157,14,3,30,322,37,359,1.5,480
157,15,1,14,664,92,756,1.0,480
157,15,2,34,693,81,774,1.0,480
157,15,3,31,249,30,279,1.2,480
158,1,1,37,286,20,306,1.2,480
158,1,2,23,290,23,313,1.2,480
158,2,1,17,531,19,550,1.2,480
158,2,2,21,645,58,703,1.5,480
158,2,3,39,744,0,744,1.0,480
158,3,1,35,657,24,681,0.8,480
158,3,2,14,337,5,342,1.0,480
158,3,3,22,552,11,563,1.2,480
158,4,1,15,491,14,505,1.2,480
158,4,2,39,554,38,592,1.0,480
158,4,3,19,446,37,483,1.5,480
158,5,1,32,501,8,509,0.8,480
158,6,1,28,398,38,436,1.5,480
158,6,2,23,667,40,707,1.2,480
158,6,3,22,518,18,536,1.2,480
158,7,2,20,568,22,590,1.5,480
158,7,3,32,774,70,844,0.8,480
158,8,1,6,534,11,545,1.5,480
158,8,2,1,496,41,537,1.5,480
158,8,3,1,366,15,381,1.5,480
158,9,1,1,518,53,571,1.5,480
158,9,2,9,636,89,725,1.0,480
158,9,3,3,528,5,533,1.5,480
158,10,2,5,207,9,216,1.0,480
158,10,3,38,586,66,652,1.5,480
158,11,1,20,391,5,396,1.5,480
158,11,2,22,223,11,234,1.2,480
158,11,3,3,748,97,845,1.5,480
158,12,2,20,688,1,689,1.5,480
158,12,3,8,480,33,513,1.0,480
158,13,1,3,518,76,594,1.5,480
158,13,2,37,349,18,367,1.2,480
158,13,3,23,311,32,343,1.2,480
158,14,1,29,579,41,620,0.8,480
158,14,2,20,632,11,643,1.5,480
158,14,3,15,510,12,522,1.2,480
158,15,1,16,724,69,793,1.2,480
158,15,2,30,495,7,502,1.5,480
158,15,3,17,787,105,892,1.2,480
159,1,1,17,702,71,773,1.2,480
159,1,3,36,253,15,268,0.8,480
159,2,2,4,335,29,364,0.8,480
159,2,3,23,740,91,831,1.2,480
159,3,1,18,623,84,707,1.2,480
159,3,2,31,795,81,876,1.2,480
159,3,3,32,217,15,232,0.8,480
159,4,1,26,693,60,753,1.0,480
159,4,2,15,492,53,545,1.2,480
159,5,1,17,304,3,307,1.2,480
159,5,2,14,587,26,613,1.0,480
159,5,3,31,633,51,684,1.2,480
159,6,1,12,661,31,692,1.5,480
159,6,2,8,593,66,659,1.0,480
159,6,3,33,287,41,328,0.8,480
159,7,3,15,421,44,465,1.2,480
159,8,2,30,308,16,324,1.5,480
159,8,3,14,744,19,763,1.0,480
159,9,1,32,665,44,709,0.8,480
159,9,2,24,408,27,435,1.0,480
159,10,1,18,431,36,467,1.2,480
159,10,2,3,624,55,679,1.5,480
159,10,3,2,208,25,233,0.8,480
159,11,1,25,470,45,515,1.5,480
159,11,2,32,734,53,787,0.8,480
159,12,1,32,371,25,396,0.8,480
159,12,2,2,496,59,555,0.8,480
159,12,3,35,569,26,595,0.8,480
159,13,1,11,692,14,706,1.0,480
159,13,2,2,237,32,269,0.8,480
159,13,3,38,400,17,417,1.5,480
159,14,1,16,339,13,352,1.2,480
159,14,2,37,497,3,500,1.2,480
159,14,3,7,636,45,681,1.0,480
159,15,1,8,666,15,681,1.0,480
160,1,1,31,330,29,359,1.2,480
160,1,2,17,481,59,540,1.2,480
160,2,2,19,645,89,734,1.5,480
160,2,3,36,621,43,664,0.8,480
160,3,1,28,576,1,577,1.5,480
160,3,2,12,716,81,797,1.5,480
160,3,3,36,673,98,771,0.8,480
160,4,1,32,788,101,889,0.8,480
160,4,2,5,771,7,778,1.0,480
160,4,3,38,494,17,511,1.5,480
160,5,1,13,516,2,518,1.0,480
160,5,2,6,297,15,312,1.5,480
160,5,3,19,266,20,286,1.5,480
160,6,1,25,759,43,802,1.5,480
160,6,2,9,742,24,766,1.0,480
160,7,1,26,774,24,798,1.0,480
160,7,2,19,293,42,335,1.5,480
160,7,3,7,344,1,345,1.0,480
160,8,1,29,781,67,848,0.8,480
160,8,2,12,553,58,611,1.5,480
160,8,3,28,704,91,795,1.5,480
160,9,1,9,788,93,881,1.0,480
160,9,2,39,320,40,360,1.0,480
160,9,3,21,480,37,517,1.5,480
160,10,1,21,408,43,451,1.5,480
160,10,3,33,574,57,631,0.8,480
160,11,1,24,379,1,380,1.0,480
160,11,2,10,285,6,291,1.2,480
160,11,3,33,423,55,478,0.8,480
160,12,1,36,429,17,446,0.8,480
160,12,2,21,236,21,257,1.5,480
160,12,3,12,629,23,652,1.5,480
160,13,1,28,747,14,761,1.5,480
160,13,2,11,327,48,375,1.0,480
160,13,3,32,445,62,507,0.8,480
160,14,1,33,449,41,490,0.8,480
160,14,2,34,286,12,298,1.0,480
160,14,3,3,587,79,666,1.5,480
160,15,1,30,614,37,651,1.5,480
160,15,3,4,612,76,688,0.8,480
161,1,2,14,730,50,780,1.0,480
161,1,3,40,729,5,734,1.5,480
161,2,1,13,551,50,601,1.0,480
161,2,2,10,541,53,594,1.2,480
161,2,3,26,230,13,243,1.0,480
161,3,1,40,608,8,616,1.5,480
161,3,2,10,726,13,739,1.2,480
161,3,3,15,259,2,261,1.2,480
161,4,1,2,785,80,865,0.8,480
161,4,2,30,530,31,561,1.5,480
161,4,3,31,462,46,508,1.2,480
161,5,1,40,728,47,775,1.5,480
161,5,2,14,241,8,249,1.0,480
161,5,3,14,217,10,227,1.0,480
161,6,1,32,491,14,505,0.8,480
161,6,2,14,233,5,238,1.0,480
161,6,3,33,560,24,584,0.8,480
161,7,1,11,487,69,556,1.0,480
161,7,2,34,489,64,553,1.0,480
161,8,1,20,766,53,819,1.5,480
161,8,2,9,518,27,545,1.0,480
161,8,3,14,494,14,508,1.0,480
161,9,1,7,706,67,773,1.0,480
161,9,2,30,409,47,456,1.5,480
161,9,3,5,427,22,449,1.0,480
161,10,2,12,518,60,578,1.5,480
161,10,3,22,526,13,539,1.2,480
161,11,2,29,575,6,581,0.8,480
161,12,2,1,377,47,424,1.5,480
161,12,3,36,665,0,665,0.8,480
161,13,1,17,792,72,864,1.2,480
161,13,3,6,288,26,314,1.5,480
161,14,1,23,783,34,817,1.2,480
161,14,2,40,360,44,404,1.5,480
161,14,3,4,217,15,232,0.8,480
161,15,1,21,430,37,467,1.5,480
161,15,2,10,718,70,788,1.2,480
161,15,3,18,412,24,436,1.2,480
162,1,2,35,690,42,732,0.8,480
162,1,3,38,302,38,340,1.5,480
162,2,1,34,315,14,329,1.0,480
162,2,2,30,365,51,416,1.5,480
162,2,3,31,308,10,318,1.2,480
162,3,2,17,382,17,399,1.2,480
162,3,3,40,638,83,721,1.5,480
162,4,1,5,765,49,814,1.0,480
162,4,3,14,660,53,713,1.0,480
162,5,1,2,476,3,479,0.8,480
162,5,2,31,302,35,337,1.2,480
162,5,3,20,552,25,577,1.5,480
162,6,1,29,664,10,674,0.8,480
162,6,2,31,299,15,314,1.2,480
162,6,3,5,236,3,239,1.0,480
162,7,2,24,683,47,730,1.0,480
162,8,1,17,334,6,340,1.2,480
162,8,2,39,797,63,860,1.0,480
162,8,3,3,348,40,388,1.5,480
162,9,1,38,722,59,781,1.5,480
162,9,2,10,755,111,866,1.2,480
162,9,3,18,458,37,495,1.2,480
162,10,1,8,711,11,722,1.0,480
162,10,2,17,233,8,241,1.2,480
162,10,3,38,315,25,340,1.5,480
162,11,1,25,252,20,272,1.5,480
162,11,3,25,523,26,549,1.5,480
162,12,1,18,541,20,561,1.2,480
162,12,2,7,792,35,827,1.0,480
162,12,3,22,798,32,830,1.2,480
162,13,1,22,471,50,521,1.2,480
162,13,2,14,668,74,742,1.0,480
162,13,3,12,636,15,651,1.5,480
162,14,1,21,230,2,232,1.5,480
162,14,2,29,699,94,793,0.8,480
162,15,1,30,740,73,813,1.5,480
162,15,2,7,440,41,481,1.0,480
162,15,3,11,610,74,684,1.0,480
163,1,1,9,671,42,713,1.0,480
163,1,2,30,404,30,434,1.5,480
163,2,1,14,238,1,239,1.0,480
163,2,2,21,520,19,539,1.5,480
163,2,3,37,767,59,826,1.2,480
163,3,1,21,764,37,801,1.5,480
163,3,2,35,421,28,449,0.8,480
163,3,3,8,546,45,591,1.0,480
163,4,1,26,710,8,718,1.0,480
163,4,2,19,514,58,572,1.5,480
163,4,3,11,501,64,565,1.0,480
163,5,1,17,229,33,262,1.2,480
163,5,2,24,737,77,814,1.0,480
163,5,3,22,779,82,861,1.2,480
163,6,1,35,275,19,294,0.8,480
163,6,2,9,362,2,364,1.0,480
163,6,3,7,495,3,498,1.0,480
163,7,1,24,538,66,604,1.0,480
163,7,2,32,773,103,876,0.8,480
163,7,3,31,406,3,409,1.2,480
163,8,1,13,568,64,632,1.0,480
163,8,2,23,352,35,387,1.2,480
163,8,3,25,672,40,712,1.5,480
163,9,1,30,367,3,370,1.5,480
163,9,2,16,250,26,276,1.2,480
163,9,3,23,200,4,204,1.2,480
163,10,1,28,440,47,487,1.5,480
163,10,2,26,690,73,763,1.0,480
163,10,3,11,513,59,572,1.0,480
163,11,1,19,470,44,514,1.5,480
163,11,2,39,450,12,462,1.0,480
163,12,1,32,776,86,862,0.8,480
163,13,1,1,604,43,647,1.5,480
163,13,2,7,312,15,327,1.0,480
163,14,1,13,297,2,299,1.0,480
163,14,2,26,545,50,595,1.0,480
163,14,3,13,227,33,260,1.0,480
163,15,1,24,281,8,289,1.0,480
163,15,2,24,640,73,713,1.0,480
163,15,3,27,330,7,337,0.8,480
164,1,1,36,722,75,797,0.8,480
164,1,2,19,330,14,344,1.5,480
164,1,3,25,575,14,589,1.5,480
164,2,1,18,254,7,261,1.2,480
164,2,2,2,711,48,759,0.8,480
164,2,3,8,793,87,880,1.0,480
164,3,1,8,511,0,511,1.0,480
164,3,3,13,464,35,499,1.0,480
164,4,1,20,680,84,764,1.5,480
164,4,2,12,210,18,228,1.5,480
164,4,3,2,326,10,336,0.8,480
164,5,1,29,492,71,563,0.8,480
164,5,3,30,430,19,449,1.5,480
164,6,1,30,749,92,841,1.5,480
164,6,2,28,384,2,386,1.5,480
164,6,3,36,573,20,593,0.8,480
164,7,1,33,749,41,790,0.8,480
164,7,3,6,337,34,371,1.5,480
164,8,1,15,722,58,780,1.2,480
164,8,2,40,710,48,758,1.5,480
164,9,1,13,303,26,329,1.0,480
164,9,2,20,350,9,359,1.5,480
164,10,1,6,683,48,731,1.5,480
164,10,2,3,518,34,552,1.5,480
164,10,3,14,404,55,459,1.0,480
164,11,2,12,510,48,558,1.5,480
164,11,3,33,377,47,424,0.8,480
164,12,3,18,481,56,537,1.2,480
164,13,1,40,592,86,678,1.5,480
164,13,3,13,500,63,563,1.0,480
164,14,1,14,502,14,516,1.0,480
164,14,2,10,750,37,787,1.2,480
164,14,3,27,279,34,313,0.8,480
164,15,1,18,769,78,847,1.2,480
164,15,2,14,406,45,451,1.0,480
165,1,1,11,783,21,804,1.0,480
165,1,3,28,650,34,684,1.5,480
165,2,1,4,770,69,839,0.8,480
165,2,2,21,345,7,352,1.5,480
165,2,3,15,370,9,379,1.2,480
165,3,1,38,434,64,498,1.5,480
165,3,2,27,363,30,393,0.8,480
165,3,3,31,755,101,856,1.2,480
165,4,1,13,388,44,432,1.0,480
165,4,2,36,517,16,533,0.8,480
165,4,3,9,655,0,655,1.0,480
165,5,2,28,487,15,502,1.5,480
165,6,1,38,506,70,576,1.5,480
165,6,3,6,458,40,498,1.5,480
165,7,1,16,433,41,474,1.2,480
165,7,2,5,598,62,660,1.0,480
165,7,3,25,785,3,788,1.5,480
165,8,1,40,426,11,437,1.5,480
165,8,2,29,434,16,450,0.8,480
165,8,3,16,625,35,660,1.2,480
165,9,1,15,275,36,311,1.2,480
165,9,2,10,347,26,373,1.2,480
165,9,3,12,794,98,892,1.5,480
165,10,1,24,450,19,469,1.0,480
165,10,2,9,209,21,230,1.0,480
165,10,3,18,446,14,460,1.2,480
165,11,1,34,366,12,378,1.0,480
165,11,2,8,211,5,216,1.0,480
165,11,3,22,647,65,712,1.2,480
165,12,1,33,277,19,296,0.8,480
165,12,2,30,213,17,230,1.5,480
165,12,3,40,760,61,821,1.5,480
165,13,1,36,792,111,903,0.8,480
165,13,2,29,643,53,696,0.8,480
165,13,3,34,565,38,603,1.0,480
165,14,1,38,568,56,624,1.5,480
165,14,2,2,305,32,337,0.8,480
165,14,3,7,571,46,617,1.0,480
165,15,1,13,452,25,477,1.0,480
165,15,2,19,350,47,397,1.5,480
165,15,3,11,265,6,271,1.0,480
166,1,1,19,692,59,751,1.5,480
166,1,2,23,514,26,540,1.2,480
166,1,3,13,647,0,647,1.0,480
166,2,1,39,201,2,203,1.0,480
166,2,2,23,783,43,826,1.2,480
166,2,3,9,601,36,637,1.0,480
166,3,1,33,359,16,375,0.8,480
166,3,2,23,303,4,307,1.2,480
166,3,3,10,768,3,771,1.2,480
166,4,1,8,617,20,637,1.0,480
166,4,2,20,258,6,264,1.5,480
166,4,3,13,711,62,773,1.0,480
166,5,1,16,745,90,835,1.2,480
166,5,2,23,715,13,728,1.2,480
166,5,3,26,444,39,483,1.0,480
166,6,2,14,540,23,563,1.0,480
166,6,3,16,554,77,631,1.2,480
166,7,1,10,664,32,696,1.2,480
166,7,2,30,217,10,227,1.5,480
166,8,1,33,618,70,688,0.8,480
166,8,2,12,410,4,414,1.5,480
166,8,3,12,437,23,460,1.5,480
166,9,1,11,693,44,737,1.0,480
166,9,2,17,289,17,306,1.2,480
166,9,3,1,649,58,707,1.5,480
166,10,1,7,658,74,732,1.0,480
166,10,2,40,290,37,327,1.5,480
166,10,3,15,235,11,246,1.2,480
166,11,1,11,357,38,395,1.0,480
166,11,2,13,271,25,296,1.0,480
166,11,3,37,252,22,274,1.2,480
166,12,1,11,482,26,508,1.0,480
166,13,1,2,680,74,754,0.8,480
166,13,2,37,699,51,750,1.2,480
166,13,3,40,763,64,827,1.5,480
166,14,1,25,319,16,335,1.5,480
166,14,2,21,659,42,701,1.5,480
166,14,3,33,305,0,305,0.8,480
167,1,1,13,793,34,827,1.0,480
167,1,2,11,514,64,578,1.0,480
167,1,3,28,359,6,365,1.5,480
167,2,1,24,472,10,482,1.0,480
167,3,1,38,591,7,598,1.5,480
167,3,2,29,323,24,347,0.8,480
167,3,3,40,215,16,231,1.5,480
167,4,1,39,799,56,855,1.0,480
167,4,2,20,363,9,372,1.5,480
167,4,3,25,377,39,416,1.5,480
167,5,1,15,431,37,468,1.2,480
167,5,2,12,572,59,631,1.5,480
167,6,1,35,344,23,367,0.8,480
167,6,2,27,729,92,821,0.8,480
167,6,3,37,608,22,630,1.2,480
167,7,1,13,253,20,273,1.0,480
167,7,2,27,674,10,684,0.8,480
167,7,3,18,783,50,833,1.2,480
167,8,1,34,422,22,444,1.0,480
167,8,2,38,761,42,803,1.5,480
167,8,3,1,364,40,404,1.5,480
167,9,1,17,384,23,407,1.2,480
167,9,2,21,543,46,589,1.5,480
167,9,3,6,783,89,872,1.5,480
167,10,2,8,428,3,431,1.0,480
167,10,3,9,782,31,813,1.0,480
167,11,1,23,660,62,722,1.2,480
167,11,2,6,666,75,741,1.5,480
167,11,3,5,265,29,294,1.0,480
167,12,3,23,666,83,749,1.2,480
167,14,1,19,460,67,527,1.5,480
167,14,3,27,532,32,564,0.8,480
167,15,1,12,619,52,671,1.5,480
167,15,2,12,673,85,758,1.5,480
167,15,3,27,709,51,760,0.8,480
168,1,1,3,612,33,645,1.5,480
168,1,2,33,333,44,377,0.8,480
168,1,3,39,261,3,264,1.0,480
168,2,1,7,715,70,785,1.0,480
168,2,2,5,392,14,406,1.0,480
168,2,3,24,320,0,320,1.0,480
168,3,1,20,754,51,805,1.5,480
168,3,2,9,268,32,300,1.0,480
168,3,3,14,690,49,739,1.0,480
168,4,2,12,754,11,765,1.5,480
168,4,3,9,698,80,778,1.0,480
168,5,2,39,571,37,608,1.0,480
168,5,3,38,511,74,585,1.5,480
168,6,2,8,492,71,563,1.0,480
168,6,3,13,737,6,743,1.0,480
168,7,1,40,202,6,208,1.5,480
168,7,2,3,353,11,364,1.5,480
168,7,3,25,747,100,847,1.5,480
168,8,1,8,409,47,456,1.0,480
168,8,2,15,575,63,638,1.2,480
168,8,3,8,262,32,294,1.0,480
168,9,1,26,583,5,588,1.0,480
168,9,2,28,785,60,845,1.5,480
168,9,3,39,365,31,396,1.0,480
168,10,2,4,317,33,350,0.8,480
168,10,3,12,557,45,602,1.5,480
168,11,1,30,475,33,508,1.5,480
168,11,3,17,645,93,738,1.2,480
168,12,1,5,387,0,387,1.0,480
168,12,2,15,740,4,744,1.2,480
168,12,3,30,481,6,487,1.5,480
168,13,1,17,705,52,757,1.2,480
168,13,2,20,649,58,707,1.5,480
168,13,3,38,278,16,294,1.5,480
168,14,1,29,640,61,701,0.8,480
168,14,2,30,397,41,438,1.5,480
168,14,3,33,463,10,473,0.8,480
168,15,1,30,326,41,367,1.5,480
168,15,3,34,672,43,715,1.0,480
169,1,1,10,542,71,613,1.2,480
169,1,2,26,607,83,690,1.0,480
169,1,3,26,219,19,238,1.0,480
169,2,1,31,238,27,265,1.2,480
169,2,2,28,324,40,364,1.5,480
169,2,3,21,769,67,836,1.5,480
169,3,1,13,614,38,652,1.0,480
169,3,2,1,233,4,237,1.5,480
169,3,3,39,450,20,470,1.0,480
169,4,1,40,634,86,720,1.5,480
169,4,2,30,500,37,537,1.5,480
169,5,1,35,638,47,685,0.8,480
169,5,2,36,517,65,582,0.8,480
169,5,3,35,515,63,578,0.8,480
169,6,1,21,257,29,286,1.5,480
169,6,2,8,461,61,522,1.0,480
169,6,3,30,762,40,802,1.5,480
169,7,1,20,342,35,377,1.5,480
169,7,2,38,460,65,525,1.5,480
169,8,1,23,563,20,583,1.2,480
169,8,2,38,492,47,539,1.5,480
169,8,3,15,463,39,502,1.2,480
169,9,1,16,457,8,465,1.2,480
169,9,2,3,601,76,677,1.5,480
169,9,3,20,594,77,671,1.5,480
169,10,1,31,239,2,241,1.2,480
169,10,2,9,725,104,829,1.0,480
169,10,3,20,313,45,358,1.5,480
169,11,1,28,730,30,760,1.5,480
169,11,2,4,775,87,862,0.8,480
169,11,3,9,497,19,516,1.0,480
169,12,1,3,526,20,546,1.5,480
169,12,2,26,209,26,235,1.0,480
169,12,3,4,219,31,250,0.8,480
169,13,1,1,516,37,553,1.5,480
169,13,2,20,332,26,358,1.5,480
169,13,3,8,224,18,242,1.0,480
169,14,1,1,602,11,613,1.5,480
